"system","user","assistant","language","topic","level","domain"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿Qué es el gasto discrecional?","El gasto discrecional es el destinado a bienes o servicios no esenciales.","es","foundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","What is discretionary spending?","Discretionary spending refers to money used for non-essential goods or services.","en","foundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿Qué es una meta a corto plazo?","Una meta a corto plazo es un objetivo financiero que se espera cumplir en menos de un año.","es","foundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","What is a short-term goal?","A short-term goal is a financial objective expected to be achieved within one year.","en","foundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿Qué es una meta a largo plazo?","Una meta a largo plazo es un objetivo financiero que requiere varios años para cumplirse.","es","foundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","What is a long-term goal?","A long-term goal is a financial objective that requires several years to accomplish.","en","foundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿Qué es la disciplina de ahorro?","La disciplina de ahorro es la práctica constante de reservar parte del ingreso regularmente.","es","foundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","What is saving discipline?","Saving discipline is the consistent practice of setting aside part of income regularly.","en","foundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿Qué es una obligación financiera?","Una obligación financiera es un compromiso de pago adquirido por contrato o acuerdo.","es","foundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","What is a financial obligation?","A financial obligation is a payment commitment established by contract or agreement.","en","foundations","basic","personal_finance"
"Eres un experto en finanzas personales explicando clara y amigablemente conceptos básicos de finanzas personales","¿Qué es el equilibrio financiero?","El equilibrio financiero ocurre cuando los ingresos cubren adecuadamente los gastos.","es","foundations","basic","personal_finance"
"You are an expert in personal finance explaining clearly and amicably basic concepts of personal finance","What is financial balance?","Financial balance occurs when income adequately covers expenses.","en","foundations","basic","personal_finance"
